,Player Name,Goals/90min,Assists/90min,Yel/90min,Red/90min,SpG,PS%,Rating,Tackles,Inter,Fouls (def),Offsides,Clear,DrB (def),Blocks,DrB (off),Fouled (off),Off (off),Disp (off),KeyP,AvgP,Crosses,LongB,ThrB,OutOfBox,SixYardBox,PenaltyArea,Playing_Nature,Vertical Position,Horizontal Position
775,Aaron Hunt,0.12,0.08,0.04,0.0,1.0,80.2,6.79,1.2,0.5,0.9,0.0,0.6,0.9,0.1,0.7,1.4,0.2,0.9,2.1,35.4,1.8,2.1,0.0,0.7,0.0,0.4,Attacking,Mid,Center
776,Matti Steinmann,0.0,0.0,0.3,0.0,0.4,82.0,6.77,2.0,2.3,1.8,0.0,0.9,1.1,0.1,1.0,1.3,0.0,1.3,0.6,53.4,0.0,3.1,0.1,0.0,0.0,0.4,Defensive,Mid,Center
777,Mergim Mavraj,0.0,0.0,0.19,0.06,0.3,76.9,6.76,2.6,1.2,1.2,0.5,5.2,0.9,0.7,0.2,0.6,0.0,0.3,0.2,42.8,0.1,3.2,0.0,0.1,0.1,0.2,Defensive,Back,Center
778,Filip Kostic,0.18,0.04,0.07,0.0,2.2,63.0,6.66,1.5,0.3,1.2,0.0,0.3,0.7,0.0,1.1,1.3,0.3,1.3,1.0,20.7,0.8,0.7,0.0,0.9,0.1,1.2,Attacking,Mid,Left
779,Nicolai Muller,3.46,0.0,0.0,0.0,0.5,81.8,6.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,0.0,0.0,0.0,0.0,0.0,0.5,Attacking,Mid,Center
780,Gotoku Sakai,0.0,0.0,0.08,0.0,0.6,73.1,6.63,1.7,1.5,1.0,0.2,1.7,0.9,0.4,0.7,0.9,0.0,1.1,0.4,39.7,0.3,2.9,0.0,0.5,0.0,0.1,Defensive,Back,Right
781,Walace,0.07,0.14,0.2,0.0,1.0,79.7,6.62,2.1,1.2,1.2,0.2,0.7,1.4,0.2,0.7,0.3,0.0,1.2,0.7,35.8,0.1,1.7,0.1,0.6,0.0,0.4,Defensive,Mid,Center
782,Albin Ekdal,0.0,0.08,0.23,0.0,0.4,77.0,6.63,2.1,1.1,0.8,0.1,1.0,0.6,0.2,0.5,1.8,0.1,0.8,0.4,32.2,0.0,1.1,0.0,0.1,0.0,0.4,Defensive,Mid,Center
783,Mohamed Gouaida,0.0,0.0,0.0,0.0,0.0,84.0,6.59,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutral,Mid,Center
784,Gideon Jung,0.04,0.04,0.25,0.04,0.2,78.3,6.57,2.0,1.3,2.0,0.6,2.1,0.5,0.4,0.4,1.8,0.1,0.5,0.3,34.7,0.0,1.9,0.1,0.1,0.0,0.1,Defensive,Back,Center
787,Rick van Drongelen,0.0,0.0,0.25,0.0,0.3,73.1,6.43,1.7,1.1,0.6,0.4,2.8,0.4,0.6,0.3,0.3,0.0,0.4,0.0,36.7,0.1,1.8,0.0,0.0,0.0,0.3,Defensive,Back,Center
788,Tatsuya Ito,0.0,0.18,0.09,0.0,0.6,79.9,6.42,0.8,0.3,0.8,0.0,0.1,0.6,0.0,1.2,1.4,0.1,1.1,0.7,17.7,0.3,0.4,0.1,0.1,0.0,0.5,Attacking,Mid,Right
790,Bobby Wood,0.28,0.0,0.11,0.06,1.6,72.5,6.37,0.5,0.1,1.3,0.0,0.5,0.3,0.0,0.7,1.0,0.3,1.9,0.8,15.2,0.0,0.2,0.0,0.5,0.0,1.1,Attacking,Forward,Center
792,Sejad Salihovic,0.24,0.0,0.24,0.0,0.9,78.9,6.34,0.7,0.5,0.8,0.0,0.0,0.3,0.0,0.5,0.4,0.0,0.9,0.8,20.4,0.7,1.6,0.0,0.8,0.0,0.1,Attacking,Forward,Center
793,Jann Fiete Arp,0.21,0.0,0.11,0.0,0.9,58.4,6.33,0.4,0.1,1.2,0.0,0.4,0.3,0.0,0.6,1.0,0.2,0.9,0.2,8.3,0.0,0.2,0.0,0.2,0.0,0.8,Attacking,Mid,Center
799,Jonas Hector,0.1,0.1,0.2,0.0,0.8,81.2,6.98,2.3,1.3,1.0,0.1,2.4,1.0,0.3,0.8,1.4,0.0,0.9,1.0,46.0,0.4,1.6,0.0,0.2,0.0,0.6,Defensive,Back,Left
800,Dominic Maroh,0.08,0.0,0.08,0.0,0.3,88.2,6.93,1.9,2.1,0.6,0.4,5.5,0.3,0.8,0.0,0.9,0.1,0.1,0.1,46.5,0.0,3.9,0.0,0.1,0.0,0.1,Defensive,Back,Center
801,Simon Terodde,0.34,0.04,0.17,0.0,1.5,66.6,6.68,0.7,0.3,1.6,0.0,0.5,0.3,0.1,0.2,2.0,1.0,0.9,0.8,17.7,0.0,0.3,0.0,0.1,0.1,1.3,Attacking,Forward,Center
802,Salih Ozcan,0.0,0.08,0.21,0.0,0.7,79.4,6.85,2.5,1.2,2.2,0.0,0.8,1.4,0.2,0.4,2.2,0.0,0.9,1.0,45.2,0.1,1.9,0.0,0.4,0.0,0.3,Neutral,Mid,Center
803,Milos Jojic,0.14,0.24,0.24,0.0,1.8,79.3,6.78,1.5,0.8,1.1,0.0,0.3,1.2,0.2,0.6,0.8,0.0,1.1,1.2,25.1,0.9,1.1,0.1,1.4,0.0,0.4,Attacking,Mid,Right
804,Leonardo Bittencourt,0.29,0.24,0.19,0.0,1.7,77.0,6.85,2.3,0.8,1.4,0.0,0.4,1.0,0.0,1.3,1.8,0.3,0.8,1.3,27.9,0.5,0.7,0.0,0.6,0.1,1.0,Neutral,Mid,Left
807,Jorge Mere,0.04,0.04,0.3,0.0,0.1,84.3,6.68,1.6,1.4,0.6,0.4,4.4,0.5,0.6,0.4,0.6,0.0,0.2,0.1,43.2,0.1,3.6,0.0,0.0,0.0,0.0,Defensive,Back,Center
808,Frederik Sorensen,0.11,0.08,0.42,0.0,0.6,76.0,6.74,2.0,1.5,1.4,0.2,4.3,0.5,0.6,0.1,0.5,0.0,0.1,0.2,34.9,0.1,3.5,0.0,0.2,0.1,0.3,Defensive,Back,Center
809,Dominique Heintz,0.03,0.0,0.09,0.0,0.3,83.6,6.66,1.9,1.6,0.7,0.5,4.0,0.8,0.5,0.3,0.5,0.0,0.3,0.3,49.7,0.1,5.1,0.0,0.2,0.0,0.1,Defensive,Back,Center
810,Marco Hoger,0.0,0.0,0.19,0.0,0.4,83.9,6.58,2.6,1.0,1.6,0.0,1.0,1.5,0.2,0.6,1.3,0.0,0.8,0.4,52.8,0.1,3.0,0.0,0.2,0.0,0.1,Neutral,Mid,Center
811,Pawel Olkowski,0.0,0.0,0.25,0.0,0.3,60.7,6.44,2.4,0.8,1.1,0.0,2.0,1.2,0.2,0.7,0.7,0.0,0.6,0.2,22.2,0.3,1.5,0.0,0.1,0.0,0.2,Defensive,Back,Right
812,Sehrou Guirassy,0.54,0.0,0.31,0.0,1.9,73.0,6.61,0.3,0.1,1.2,0.0,0.7,0.3,0.1,0.4,2.5,0.6,1.3,0.5,17.9,0.0,0.3,0.0,0.3,0.3,1.4,Attacking,Forward,Center
813,Konstantin Rausch,0.0,0.08,0.2,0.0,1.0,79.2,6.46,1.2,1.1,0.6,0.3,1.3,0.8,0.1,0.2,0.6,0.1,0.5,0.9,36.4,0.9,1.8,0.0,0.8,0.0,0.2,Defensive,Back,Left
814,Marcel Risse,0.08,0.23,0.15,0.0,1.1,66.2,6.5,1.2,0.4,0.6,0.0,0.6,0.5,0.2,0.7,0.4,0.2,0.1,1.2,28.2,1.8,1.4,0.0,0.8,0.0,0.3,Defensive,Mid,Right
815,Yuya Osako,0.24,0.12,0.08,0.04,1.4,71.7,6.55,0.5,0.3,0.8,0.0,0.7,0.6,0.1,0.6,1.4,0.2,1.3,1.0,23.3,0.2,0.8,0.0,0.7,0.2,0.6,Attacking,Forward,Center
816,Lukas Klunter,0.06,0.0,0.41,0.0,0.8,68.5,6.5,1.6,0.7,1.3,0.1,1.2,0.4,0.1,1.3,0.9,0.2,0.6,0.6,19.2,0.3,0.9,0.0,0.5,0.1,0.3,Defensive,Back,Right
817,Jannes Horn,0.0,0.0,0.0,0.0,0.2,80.8,6.51,1.3,1.5,0.4,0.4,2.0,0.2,0.3,0.2,1.2,0.0,0.2,0.8,28.4,0.8,1.8,0.0,0.2,0.0,0.1,Defensive,Back,Left
818,Vincent Koziello,0.05,0.0,0.28,0.05,0.2,93.0,6.5,1.8,1.2,0.9,0.0,0.5,0.8,0.1,0.3,0.9,0.0,0.8,0.5,46.2,0.1,1.9,0.0,0.2,0.0,0.1,Neutral,Mid,Center
821,Claudio Pizarro,0.16,0.16,0.0,0.0,1.0,76.0,6.39,0.7,0.2,0.4,0.1,0.3,0.2,0.1,1.0,0.4,0.5,0.6,0.5,14.1,0.0,0.5,0.1,0.3,0.2,0.6,Attacking,Forward,Center
823,Christian Clemens,0.22,0.0,0.22,0.0,1.3,71.8,6.34,0.8,0.3,0.8,0.0,0.2,0.6,0.0,0.4,0.6,0.0,0.5,0.8,14.7,0.7,0.5,0.0,0.8,0.0,0.4,Defensive,Back,Left
824,Jhon Cordoba,0.15,0.15,0.08,0.0,1.9,70.6,6.45,0.9,0.1,1.5,0.0,0.4,0.2,0.1,0.7,2.2,0.8,1.0,0.7,12.5,0.1,0.2,0.0,0.5,0.0,1.4,Attacking,Forward,Center
825,Matthias Lehmann,0.0,0.0,0.24,0.0,0.6,81.3,6.3,1.6,1.4,0.6,0.0,1.1,0.7,0.3,0.0,0.3,0.0,0.3,0.2,43.4,0.0,3.0,0.0,0.6,0.0,0.0,Neutral,Mid,Center
829,Marco Gruttner,0.45,0.18,0.18,0.0,3.2,60.7,7.39,0.5,0.2,1.8,0.0,0.7,0.4,0.1,0.4,1.7,0.5,1.0,1.6,29.2,0.0,0.8,0.0,0.7,0.3,2.2,Attacking,Forward,Center
830,Marvin Knoll,0.22,0.13,0.16,0.0,1.2,73.2,7.31,1.6,1.7,1.0,1.2,6.1,0.6,0.4,0.0,1.3,0.0,0.2,1.2,40.9,1.5,3.8,0.0,1.0,0.0,0.2,Defensive,Back,Center
831,Andreas Geipl,0.0,0.05,0.46,0.0,1.6,70.1,7.02,4.6,1.7,2.3,0.0,1.8,2.5,0.5,0.6,1.8,0.0,1.3,1.0,38.8,0.6,2.5,0.0,1.4,0.0,0.2,Neutral,Mid,Center
832,Benedikt Gimber,0.06,0.06,0.59,0.0,0.5,61.2,6.95,2.6,1.1,2.4,0.2,1.7,0.8,0.1,0.8,2.4,0.0,0.4,0.5,23.7,0.1,1.6,0.0,0.3,0.0,0.2,Attacking,Forward,Center
833,Joshua Mees,0.35,0.06,0.12,0.0,2.3,72.0,6.94,1.9,0.7,0.8,0.0,0.3,0.6,0.0,1.3,0.6,0.2,1.2,0.9,17.9,0.0,0.5,0.0,1.1,0.1,1.0,Neutral,Mid,Left
834,Sebastian Nachreiner,0.0,0.04,0.16,0.0,0.1,70.8,6.89,2.7,1.5,1.3,0.9,4.4,0.7,0.6,0.1,1.2,0.0,0.4,0.3,32.8,0.1,2.3,0.0,0.1,0.0,0.0,Defensive,Back,Center
835,Jann Christopher George,0.32,0.09,0.23,0.0,1.7,67.7,6.83,1.2,0.5,1.0,0.0,0.6,0.7,0.1,1.1,1.3,0.1,1.0,1.1,20.5,0.5,0.6,0.0,0.9,0.0,0.8,Neutral,Mid,Right
836,Benedikt Saller,0.04,0.04,0.16,0.0,0.9,64.2,6.74,2.2,2.0,1.1,0.3,2.0,1.1,0.2,0.4,0.4,0.0,0.8,1.0,32.2,0.6,2.0,0.0,0.7,0.0,0.2,Defensive,Back,Right
837,Sargis Adamyan,0.16,0.1,0.23,0.0,2.5,60.3,6.73,1.7,0.5,1.6,0.0,0.3,1.0,0.1,1.2,1.7,0.4,2.0,1.2,19.5,0.2,0.7,0.0,0.7,0.2,1.6,Attacking,Forward,Center
838,Marc Lais,0.11,0.0,0.25,0.0,1.3,69.6,6.69,1.9,1.3,1.4,0.0,0.9,1.3,0.2,0.8,1.4,0.1,0.9,0.9,35.2,0.1,1.8,0.0,0.6,0.0,0.7,Neutral,Mid,Center
840,Jonas Nietfeld,0.44,0.19,0.06,0.0,1.0,67.6,6.64,0.6,0.1,0.8,0.0,0.2,0.2,0.0,0.2,0.8,0.4,1.2,1.1,12.5,0.2,0.2,0.0,0.2,0.1,0.7,Attacking,Forward,Center
841,Alexander Nandzik,0.0,0.03,0.2,0.0,0.9,54.6,6.56,2.1,0.7,1.0,0.3,2.2,1.3,0.1,1.0,1.2,0.0,0.5,1.1,22.5,1.3,2.6,0.0,0.7,0.0,0.2,Defensive,Back,Left
842,Sebastian Stolze,0.22,0.15,0.29,0.0,0.8,55.7,6.47,1.0,0.6,1.0,0.0,0.6,0.7,0.1,0.4,1.0,0.0,0.4,0.6,12.4,0.7,0.4,0.0,0.2,0.1,0.4,Neutral,Mid,Left
843,Marcel Hofrath,0.0,0.0,0.26,0.0,0.9,63.6,6.46,1.5,0.8,0.9,0.0,0.5,0.3,0.0,0.5,1.0,0.0,0.8,1.0,14.8,0.6,1.1,0.0,0.6,0.0,0.3,Defensive,Back,Left
845,Asger Sorensen,0.0,0.07,0.33,0.07,0.1,74.1,6.4,1.2,0.8,1.0,0.6,2.8,0.4,0.4,0.0,0.5,0.0,0.2,0.2,24.5,0.1,1.8,0.0,0.0,0.0,0.1,Defensive,Back,Center
850,Sebastian Freis,0.0,0.0,0.0,0.0,0.2,85.2,5.91,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.2,Attacking,Mid,Left
851,Kevin Stoger,0.14,0.21,0.31,0.0,2.0,72.6,7.17,2.5,0.9,1.8,0.0,0.5,1.1,0.1,1.2,2.0,0.1,1.4,2.5,62.5,1.4,4.6,0.2,1.2,0.0,0.8,Neutral,Mid,Center
852,Danilo Soares,0.0,0.04,0.18,0.0,0.8,72.7,7.15,3.4,1.9,1.2,0.2,2.8,1.4,0.2,1.7,2.2,0.0,0.9,0.7,42.7,0.1,1.7,0.0,0.6,0.0,0.2,Defensive,Back,Left
853,Anthony Losilla,0.03,0.07,0.24,0.03,1.1,81.9,7.09,3.0,2.0,2.2,0.1,2.7,0.6,0.3,0.6,0.7,0.0,0.5,0.7,51.6,0.1,2.8,0.0,0.3,0.1,0.7,Defensive,Mid,Center
854,Lukas Hinterseer,0.6,0.11,0.07,0.04,2.5,69.2,6.97,0.5,0.2,1.4,0.0,1.0,0.3,0.1,0.5,1.6,0.5,1.7,0.7,18.0,0.0,0.3,0.1,0.3,0.4,1.8,Attacking,Forward,Center
855,Robbie Kruse,0.24,0.17,0.1,0.0,1.4,77.3,6.88,1.1,0.2,0.8,0.0,0.5,0.6,0.1,1.0,2.4,1.1,1.6,1.5,26.4,0.7,1.1,0.1,0.4,0.0,1.0,Attacking,Mid,Right
856,Tim Hoogland,0.0,0.09,0.13,0.0,1.0,81.2,6.88,1.7,1.6,0.7,0.5,3.7,0.3,0.8,0.3,0.8,0.1,0.2,0.5,50.5,0.2,5.6,0.0,0.5,0.0,0.5,Defensive,Back,Center
857,Felix Bastians,0.16,0.0,0.08,0.0,0.8,84.5,6.88,0.8,1.8,0.6,0.8,5.2,0.2,0.3,0.3,0.7,0.2,0.1,0.0,42.7,0.1,2.9,0.0,0.2,0.0,0.6,Defensive,Back,Center
858,Patrick Fabian,0.05,0.05,0.26,0.0,0.3,85.9,6.76,1.7,1.0,1.1,0.5,4.8,0.7,1.0,0.1,0.6,0.0,0.1,0.1,34.9,0.0,2.1,0.0,0.0,0.0,0.3,Defensive,Back,Center
859,Jan Gyamerah,0.0,0.0,0.05,0.0,0.3,86.0,6.75,2.2,1.4,1.0,0.1,2.0,0.4,0.4,0.8,0.7,0.0,0.4,0.3,41.3,0.3,2.7,0.0,0.2,0.0,0.0,Defensive,Back,Center
861,Robert Tesche,0.16,0.0,0.39,0.0,0.6,85.6,6.69,1.6,0.8,1.3,0.1,1.4,0.8,0.4,0.3,1.1,0.1,0.4,0.6,36.9,0.2,1.3,0.0,0.3,0.1,0.2,Defensive,Mid,Center
862,Vitaly Janelt,0.0,0.23,0.46,0.0,0.2,73.8,6.69,2.2,1.2,1.2,0.0,1.3,0.6,0.3,0.2,1.3,0.0,0.2,0.6,27.9,0.2,1.3,0.0,0.2,0.0,0.1,Defensive,Mid,Center
864,Stefano Celozzi,0.04,0.04,0.12,0.0,0.5,81.8,6.67,1.3,1.0,0.5,0.0,1.5,0.4,0.2,0.5,1.2,0.0,0.5,0.9,40.8,0.5,2.8,0.0,0.4,0.0,0.1,Defensive,Back,Right
866,Maxim Leitsch,0.0,0.0,0.13,0.0,0.2,83.8,6.56,2.4,1.2,0.9,0.1,3.5,0.3,0.1,0.0,0.5,0.0,0.3,0.1,45.7,0.0,1.8,0.0,0.1,0.0,0.1,Defensive,Back,Center
867,Dimitrios Diamantakos,0.25,0.08,0.25,0.0,1.1,73.0,6.39,0.3,0.0,1.5,0.1,0.4,0.1,0.1,0.6,1.1,0.8,1.1,0.6,9.2,0.2,0.1,0.0,0.1,0.2,0.8,Attacking,Forward,Center
868,Sidney Sam,0.0,0.05,0.16,0.0,1.3,76.2,6.47,1.0,0.5,1.0,0.0,0.3,0.9,0.0,1.6,1.7,0.1,1.7,0.6,24.1,0.3,0.4,0.0,0.6,0.0,0.7,Attacking,Mid,Left
870,Thomas Eisfeld,0.1,0.1,0.2,0.1,1.2,82.2,6.39,0.4,0.2,0.8,0.0,0.9,0.1,0.1,0.1,1.1,0.3,0.2,0.7,20.6,0.4,1.1,0.1,0.6,0.0,0.7,Attacking,Mid,Left
871,Luke Hemmerich,0.0,0.0,0.2,0.0,0.4,80.3,6.33,1.1,0.1,1.0,0.0,0.1,0.3,0.0,0.7,0.7,0.3,0.0,0.3,21.0,0.7,0.4,0.0,0.1,0.0,0.3,Neutral,Mid,Right
872,Philipp Ochs,0.39,0.19,0.39,0.0,1.0,70.2,6.35,1.4,0.4,0.9,0.0,0.4,0.8,0.0,0.2,0.3,0.2,0.7,0.3,11.9,0.0,0.3,0.0,0.5,0.2,0.4,Defensive,Mid,Center
873,Selim Gunduz,0.0,0.0,0.48,0.0,0.4,77.9,6.24,0.9,0.3,0.6,0.0,0.4,0.3,0.0,0.2,0.9,0.0,0.8,0.4,11.5,0.4,0.6,0.0,0.3,0.0,0.1,Attacking,Forward,Left
874,Johannes Wurtz,0.09,0.09,0.18,0.09,1.1,67.8,6.24,0.4,0.1,1.1,0.0,0.3,0.1,0.0,0.1,0.6,0.3,0.4,0.4,11.0,0.1,0.2,0.0,0.3,0.1,0.7,Attacking,Mid,Left
875,Alexander Merkel,1.98,0.0,1.98,0.0,2.0,76.2,6.24,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.5,1.0,31.5,0.5,4.5,0.0,1.5,0.0,0.5,Neutral,Mid,Center
877,Christopher Trimmel,0.03,0.28,0.28,0.0,0.4,70.8,7.53,2.5,2.5,0.9,0.2,3.3,0.9,0.3,0.6,0.7,0.0,0.7,2.6,42.4,2.6,2.6,0.0,0.3,0.0,0.1,Defensive,Back,Right
878,Sebastian Polter,0.52,0.17,0.13,0.0,2.3,60.9,7.33,0.6,0.1,2.8,0.0,1.5,0.2,0.1,0.5,2.5,0.3,2.0,1.5,19.3,0.1,0.1,0.0,0.4,0.3,1.6,Attacking,Forward,Center
879,Kristian Pedersen,0.03,0.13,0.07,0.0,0.3,70.6,7.26,3.2,2.1,1.0,0.0,3.6,0.7,0.3,0.9,0.8,0.1,0.8,0.7,39.1,0.6,1.8,0.0,0.1,0.1,0.1,Defensive,Back,Left
880,Toni Leistner,0.04,0.04,0.11,0.04,1.0,79.6,7.23,1.6,1.4,1.2,1.0,6.4,0.2,1.0,0.2,0.7,0.0,0.1,0.2,55.4,0.0,5.3,0.0,0.1,0.2,0.8,Defensive,Back,Center
881,Steven Skrzybski,0.59,0.17,0.04,0.0,2.9,64.5,7.22,1.8,1.2,1.6,0.0,0.4,1.3,0.1,1.1,1.4,0.1,1.7,1.0,23.6,0.3,0.4,0.1,1.0,0.0,1.8,Attacking,Mid,Right
882,Grischa Promel,0.06,0.11,0.06,0.06,0.9,78.5,6.99,2.5,1.7,1.5,0.0,1.6,0.9,0.2,0.7,2.7,0.0,1.2,0.5,39.9,0.0,1.7,0.0,0.7,0.0,0.2,Defensive,Mid,Center
883,Felix Kroos,0.04,0.0,0.27,0.0,1.1,79.5,6.89,2.8,1.3,1.8,0.0,1.6,1.2,0.2,0.4,2.2,0.0,0.5,0.6,45.3,0.2,3.1,0.2,1.0,0.0,0.1,Defensive,Mid,Center
884,Michael Parensen,0.15,0.0,0.15,0.0,0.5,80.4,6.85,1.6,1.0,1.1,0.3,2.6,1.3,0.3,0.5,0.6,0.0,0.5,0.1,35.7,0.1,1.1,0.0,0.3,0.2,0.0,Defensive,Back,Center
885,Peter Kurzweg,0.19,0.0,0.0,0.0,0.7,65.0,6.81,1.3,1.0,0.7,0.0,2.3,0.9,0.3,0.7,1.4,0.0,0.3,0.7,22.9,0.6,1.0,0.0,0.1,0.0,0.6,Defensive,Back,Left
887,Marc Torrejon,0.0,0.0,0.13,0.0,0.5,87.3,6.75,1.3,1.5,0.5,0.5,4.2,0.4,0.5,0.3,0.2,0.0,0.1,0.3,56.3,0.0,4.0,0.0,0.1,0.1,0.3,Defensive,Back,Center
888,Akaki Gogia,0.12,0.18,0.31,0.0,1.9,70.0,6.72,1.5,0.7,1.1,0.0,0.0,0.7,0.0,1.5,1.4,0.0,1.5,0.9,22.1,0.1,0.8,0.0,0.8,0.0,1.1,Attacking,Mid,Right
889,Damir Kreilach,0.17,0.17,0.08,0.0,1.7,74.1,6.76,1.2,0.6,1.2,0.0,0.9,0.9,0.3,0.2,0.9,0.2,0.9,0.8,36.5,0.0,2.3,0.1,0.7,0.0,0.9,Defensive,Mid,Center
890,Simon Hedlund,0.22,0.0,0.18,0.0,1.3,76.8,6.64,1.0,0.4,1.1,0.0,0.3,0.8,0.1,0.9,1.5,0.5,1.2,1.2,24.3,0.2,0.5,0.0,0.5,0.0,0.8,Attacking,Mid,Left
891,Marcel Hartel,0.11,0.11,0.16,0.0,1.4,76.7,6.6,1.0,0.6,0.5,0.0,0.4,0.6,0.0,0.8,1.0,0.1,1.3,0.8,27.9,0.2,1.0,0.1,0.8,0.0,0.6,Attacking,Mid,Center
893,Marvin Friedrich,0.09,0.0,0.0,0.09,0.7,79.2,6.56,0.9,1.5,1.5,0.3,2.6,0.4,0.8,0.3,0.8,0.0,0.3,0.3,50.2,0.1,3.0,0.0,0.2,0.2,0.3,Defensive,Back,Center
896,Kenny Prince Redondo,0.58,0.29,0.58,0.0,1.3,55.9,6.5,0.4,0.3,0.9,0.0,0.3,0.1,0.0,0.1,0.0,0.1,0.8,0.8,7.6,0.2,0.2,0.0,0.4,0.1,0.8,Attacking,Mid,Left
897,Atsuto Uchida,0.0,0.0,0.0,0.0,0.0,62.5,6.49,2.5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,24.0,0.0,1.0,0.0,0.0,0.0,0.0,Defensive,Back,Right
898,Dennis Daube,0.11,0.11,0.22,0.0,0.8,81.6,6.4,0.9,0.2,0.6,0.0,0.5,0.9,0.1,0.4,0.7,0.1,0.9,1.3,27.5,0.2,1.0,0.0,0.3,0.1,0.4,Attacking,Mid,Left
899,Stephan Furstner,0.0,0.0,0.23,0.0,0.2,78.6,6.3,0.9,0.8,1.2,0.1,1.3,0.8,0.2,0.1,0.8,0.0,0.4,0.2,25.4,0.0,1.6,0.0,0.1,0.0,0.1,Neutral,Mid,Left
900,Philipp Hosiner,0.26,0.13,0.0,0.13,1.0,71.2,6.3,0.2,0.2,0.5,0.0,0.2,0.2,0.0,0.2,0.5,0.1,0.6,0.6,9.3,0.2,0.3,0.0,0.3,0.2,0.5,Attacking,Forward,Center
901,Sonny Kittel,0.33,0.43,0.23,0.0,2.5,73.7,7.35,0.7,1.1,0.8,0.0,0.5,0.7,0.1,0.7,1.7,0.7,1.2,3.1,29.6,1.5,1.3,0.2,1.1,0.2,1.2,Attacking,Forward,Left
902,Marcel Gaus,0.07,0.04,0.32,0.04,0.6,70.0,7.19,4.0,2.1,1.5,0.2,3.0,0.7,0.3,0.6,1.2,0.0,0.5,0.7,34.2,0.6,2.3,0.1,0.3,0.0,0.2,Defensive,Back,Left
903,Florent Hadergjonaj,0.0,0.05,0.15,0.0,0.3,65.9,6.55,1.0,0.8,0.7,0.4,1.8,0.7,0.4,0.7,0.6,0.2,0.2,1.2,26.0,1.2,1.8,0.0,0.2,0.0,0.1,Defensive,Back,Right
904,Frederic Ananou,0.0,0.0,0.15,0.0,0.2,84.2,6.47,1.9,1.6,1.1,0.9,5.4,0.9,0.7,0.2,0.5,0.0,0.2,0.0,36.9,0.0,3.4,0.0,0.1,0.0,0.1,Defensive,Back,Center
906,Alfredo Morales,0.22,0.04,0.22,0.0,1.8,65.6,7.05,1.8,1.2,2.2,0.0,1.2,0.8,0.1,0.7,1.8,0.1,1.1,1.0,30.1,0.2,1.4,0.0,0.8,0.1,0.9,Neutral,Mid,Center
907,Christian Trasch,0.04,0.0,0.22,0.0,1.7,81.8,7.04,1.9,1.4,1.3,0.2,2.1,1.4,0.3,0.9,1.7,0.0,0.6,0.8,50.9,0.6,4.5,0.0,1.6,0.0,0.1,Neutral,Mid,Center
908,Hauke Wahl,0.14,0.0,0.09,0.0,0.5,76.8,6.9,1.3,1.6,1.3,0.5,4.9,0.3,0.4,0.3,0.5,0.0,0.3,0.2,32.6,0.0,3.1,0.0,0.1,0.1,0.2,Defensive,Back,Center
909,Thomas Pledl,0.15,0.19,0.12,0.0,1.5,66.0,6.86,1.7,0.6,1.5,0.0,0.3,0.7,0.0,0.6,0.9,0.2,1.5,1.6,18.4,1.6,0.8,0.1,0.6,0.0,0.9,Attacking,Forward,Right
910,Dario Lezcano,0.42,0.06,0.42,0.0,2.1,71.1,6.86,0.7,0.2,1.3,0.0,0.3,0.2,0.0,1.0,2.2,0.7,1.8,1.2,17.5,0.0,0.1,0.1,0.4,0.2,1.6,Attacking,Forward,Center
911,Tobias Levels,0.0,0.09,0.17,0.0,0.3,80.1,6.85,2.6,1.5,1.2,0.1,2.2,0.5,0.3,0.3,1.0,0.0,0.5,0.8,48.8,0.6,3.7,0.0,0.1,0.1,0.2,Defensive,Back,Right
912,Tobias Schrock,0.05,0.05,0.14,0.0,1.2,73.9,6.79,2.0,1.4,1.3,0.3,2.8,0.3,0.3,0.2,0.9,0.0,0.5,0.3,33.0,0.0,3.3,0.0,0.6,0.0,0.6,Defensive,Back,Center
913,Romain Bregerie,0.06,0.0,0.0,0.0,0.6,70.1,6.94,1.6,1.6,0.6,0.8,5.7,0.5,0.5,0.1,0.3,0.1,0.2,0.1,36.5,0.1,4.5,0.0,0.1,0.1,0.4,Defensive,Back,Center
914,Paulo Otavio,0.0,0.0,0.21,0.0,0.3,70.3,6.75,3.3,1.8,1.9,0.1,1.3,0.9,0.0,1.0,0.8,0.0,0.1,0.3,14.8,0.5,0.8,0.0,0.1,0.0,0.1,Defensive,Back,Left
915,Stefan Kutschke,0.43,0.0,0.32,0.0,1.4,52.4,6.73,0.7,0.3,1.3,0.0,0.6,0.3,0.1,0.1,1.1,0.5,0.6,0.8,14.8,0.1,0.1,0.0,0.1,0.2,1.0,Attacking,Forward,Center
917,Almog Cohen,0.13,0.0,0.34,0.04,1.3,74.8,6.61,1.7,1.2,1.9,0.0,1.2,0.8,0.2,0.3,1.3,0.0,0.4,0.5,30.9,0.1,1.4,0.2,0.7,0.1,0.6,Neutral,Mid,Center
